統計年,按照別,區域別代碼,區域別,生父年齡,嬰兒出生數
113,按發生日期分,66000200,臺中市石岡區,30～34歲,15
113,按發生日期分,66000200,臺中市石岡區,35～39歲,18
113,按發生日期分,66000200,臺中市石岡區,40～44歲,13
113,按發生日期分,66000200,臺中市石岡區,45～49歲,0
113,按發生日期分,66000200,臺中市石岡區,50～54歲,0
113,按發生日期分,66000200,臺中市石岡區,55～59歲,0
113,按發生日期分,66000200,臺中市石岡區,60歲以上,0
113,按發生日期分,66000210,臺中市外埔區,未滿20歲,1
113,按發生日期分,66000210,臺中市外埔區,20～24歲,19
113,按發生日期分,66000210,臺中市外埔區,25～29歲,39
113,按發生日期分,66000210,臺中市外埔區,30～34歲,75
113,按發生日期分,66000210,臺中市外埔區,35～39歲,59
113,按發生日期分,66000210,臺中市外埔區,40～44歲,21
113,按發生日期分,66000210,臺中市外埔區,45～49歲,5
113,按發生日期分,66000210,臺中市外埔區,50～54歲,2
113,按發生日期分,66000210,臺中市外埔區,55～59歲,0
113,按發生日期分,66000210,臺中市外埔區,60歲以上,0
113,按發生日期分,66000220,臺中市大安區,未滿20歲,1
113,按發生日期分,66000220,臺中市大安區,20～24歲,10
113,按發生日期分,66000220,臺中市大安區,25～29歲,31
113,按發生日期分,66000220,臺中市大安區,30～34歲,38
113,按發生日期分,66000220,臺中市大安區,35～39歲,14
113,按發生日期分,66000220,臺中市大安區,40～44歲,11
113,按發生日期分,66000220,臺中市大安區,45～49歲,2
113,按發生日期分,66000220,臺中市大安區,50～54歲,2
113,按發生日期分,66000220,臺中市大安區,55～59歲,0
113,按發生日期分,66000220,臺中市大安區,60歲以上,0
113,按發生日期分,66000230,臺中市烏日區,未滿20歲,1
113,按發生日期分,66000230,臺中市烏日區,20～24歲,24
113,按發生日期分,66000230,臺中市烏日區,25～29歲,95
113,按發生日期分,66000230,臺中市烏日區,30～34歲,177
113,按發生日期分,66000230,臺中市烏日區,35～39歲,153
113,按發生日期分,66000230,臺中市烏日區,40～44歲,63
113,按發生日期分,66000230,臺中市烏日區,45～49歲,24
113,按發生日期分,66000230,臺中市烏日區,50～54歲,3
113,按發生日期分,66000230,臺中市烏日區,55～59歲,0
113,按發生日期分,66000230,臺中市烏日區,60歲以上,0
113,按發生日期分,66000240,臺中市大肚區,未滿20歲,1
113,按發生日期分,66000240,臺中市大肚區,20～24歲,28
113,按發生日期分,66000240,臺中市大肚區,25～29歲,53
113,按發生日期分,66000240,臺中市大肚區,30～34歲,92
113,按發生日期分,66000240,臺中市大肚區,35～39歲,77
113,按發生日期分,66000240,臺中市大肚區,40～44歲,37
113,按發生日期分,66000240,臺中市大肚區,45～49歲,13
113,按發生日期分,66000240,臺中市大肚區,50～54歲,1
113,按發生日期分,66000240,臺中市大肚區,55～59歲,0
113,按發生日期分,66000240,臺中市大肚區,60歲以上,1
113,按發生日期分,66000250,臺中市龍井區,未滿20歲,2
113,按發生日期分,66000250,臺中市龍井區,20～24歲,17
113,按發生日期分,66000250,臺中市龍井區,25～29歲,97
113,按發生日期分,66000250,臺中市龍井區,30～34歲,168
113,按發生日期分,66000250,臺中市龍井區,35～39歲,132
113,按發生日期分,66000250,臺中市龍井區,40～44歲,64
113,按發生日期分,66000250,臺中市龍井區,45～49歲,19
113,按發生日期分,66000250,臺中市龍井區,50～54歲,4
113,按發生日期分,66000250,臺中市龍井區,55～59歲,2
113,按發生日期分,66000250,臺中市龍井區,60歲以上,1
113,按發生日期分,66000260,臺中市霧峰區,未滿20歲,0
113,按發生日期分,66000260,臺中市霧峰區,20～24歲,23
113,按發生日期分,66000260,臺中市霧峰區,25～29歲,65
113,按發生日期分,66000260,臺中市霧峰區,30～34歲,116
113,按發生日期分,66000260,臺中市霧峰區,35～39歲,83
113,按發生日期分,66000260,臺中市霧峰區,40～44歲,49
113,按發生日期分,66000260,臺中市霧峰區,45～49歲,4
113,按發生日期分,66000260,臺中市霧峰區,50～54歲,2
113,按發生日期分,66000260,臺中市霧峰區,55～59歲,2
113,按發生日期分,66000260,臺中市霧峰區,60歲以上,0
113,按發生日期分,66000270,臺中市太平區,未滿20歲,2
113,按發生日期分,66000270,臺中市太平區,20～24歲,50
113,按發生日期分,66000270,臺中市太平區,25～29歲,183
113,按發生日期分,66000270,臺中市太平區,30～34歲,395
113,按發生日期分,66000270,臺中市太平區,35～39歲,329
113,按發生日期分,66000270,臺中市太平區,40～44歲,170
113,按發生日期分,66000270,臺中市太平區,45～49歲,36
113,按發生日期分,66000270,臺中市太平區,50～54歲,14
113,按發生日期分,66000270,臺中市太平區,55～59歲,3
113,按發生日期分,66000270,臺中市太平區,60歲以上,0
113,按發生日期分,66000280,臺中市大里區,未滿20歲,3
113,按發生日期分,66000280,臺中市大里區,20～24歲,53
113,按發生日期分,66000280,臺中市大里區,25～29歲,208
113,按發生日期分,66000280,臺中市大里區,30～34歲,423
113,按發生日期分,66000280,臺中市大里區,35～39歲,312
113,按發生日期分,66000280,臺中市大里區,40～44歲,145
113,按發生日期分,66000280,臺中市大里區,45～49歲,40
113,按發生日期分,66000280,臺中市大里區,50～54歲,4
113,按發生日期分,66000280,臺中市大里區,55～59歲,2
113,按發生日期分,66000280,臺中市大里區,60歲以上,0
113,按發生日期分,66000290,臺中市和平區,未滿20歲,1
113,按發生日期分,66000290,臺中市和平區,20～24歲,12
113,按發生日期分,66000290,臺中市和平區,25～29歲,29
113,按發生日期分,66000290,臺中市和平區,30～34歲,14
113,按發生日期分,66000290,臺中市和平區,35～39歲,5
113,按發生日期分,66000290,臺中市和平區,40～44歲,5
113,按發生日期分,66000290,臺中市和平區,45～49歲,2
113,按發生日期分,66000290,臺中市和平區,50～54歲,0
113,按發生日期分,66000290,臺中市和平區,55～59歲,0
113,按發生日期分,66000290,臺中市和平區,60歲以上,0
113,按發生日期分,67000010,臺南市新營區,未滿20歲,0
113,按發生日期分,67000010,臺南市新營區,20～24歲,15
113,按發生日期分,67000010,臺南市新營區,25～29歲,59
113,按發生日期分,67000010,臺南市新營區,30～34歲,106
113,按發生日期分,67000010,臺南市新營區,35～39歲,108
113,按發生日期分,67000010,臺南市新營區,40～44歲,38
113,按發生日期分,67000010,臺南市新營區,45～49歲,18
113,按發生日期分,67000010,臺南市新營區,50～54歲,4
113,按發生日期分,67000010,臺南市新營區,55～59歲,0
113,按發生日期分,67000010,臺南市新營區,60歲以上,1
113,按發生日期分,67000020,臺南市鹽水區,未滿20歲,0
113,按發生日期分,67000020,臺南市鹽水區,20～24歲,4
113,按發生日期分,67000020,臺南市鹽水區,25～29歲,34
113,按發生日期分,67000020,臺南市鹽水區,30～34歲,32
113,按發生日期分,67000020,臺南市鹽水區,35～39歲,28
113,按發生日期分,67000020,臺南市鹽水區,40～44歲,16
113,按發生日期分,67000020,臺南市鹽水區,45～49歲,6
113,按發生日期分,67000020,臺南市鹽水區,50～54歲,1
113,按發生日期分,67000020,臺南市鹽水區,55～59歲,0
113,按發生日期分,67000020,臺南市鹽水區,60歲以上,0
113,按發生日期分,67000030,臺南市白河區,未滿20歲,0
113,按發生日期分,67000030,臺南市白河區,20～24歲,10
113,按發生日期分,67000030,臺南市白河區,25～29歲,20
113,按發生日期分,67000030,臺南市白河區,30～34歲,31
113,按發生日期分,67000030,臺南市白河區,35～39歲,14
113,按發生日期分,67000030,臺南市白河區,40～44歲,17
113,按發生日期分,67000030,臺南市白河區,45～49歲,3
113,按發生日期分,67000030,臺南市白河區,50～54歲,3
113,按發生日期分,67000030,臺南市白河區,55～59歲,0
113,按發生日期分,67000030,臺南市白河區,60歲以上,0
113,按發生日期分,67000040,臺南市柳營區,未滿20歲,0
113,按發生日期分,67000040,臺南市柳營區,20～24歲,6
113,按發生日期分,67000040,臺南市柳營區,25～29歲,30
113,按發生日期分,67000040,臺南市柳營區,30～34歲,26
113,按發生日期分,67000040,臺南市柳營區,35～39歲,15
113,按發生日期分,67000040,臺南市柳營區,40～44歲,16
113,按發生日期分,67000040,臺南市柳營區,45～49歲,1
113,按發生日期分,67000040,臺南市柳營區,50～54歲,0
113,按發生日期分,67000040,臺南市柳營區,55～59歲,0
113,按發生日期分,67000040,臺南市柳營區,60歲以上,1
113,按發生日期分,67000050,臺南市後壁區,未滿20歲,0
113,按發生日期分,67000050,臺南市後壁區,20～24歲,2
113,按發生日期分,67000050,臺南市後壁區,25～29歲,15
113,按發生日期分,67000050,臺南市後壁區,30～34歲,22
113,按發生日期分,67000050,臺南市後壁區,35～39歲,21
113,按發生日期分,67000050,臺南市後壁區,40～44歲,8
113,按發生日期分,67000050,臺南市後壁區,45～49歲,1
113,按發生日期分,67000050,臺南市後壁區,50～54歲,2
113,按發生日期分,67000050,臺南市後壁區,55～59歲,0
113,按發生日期分,67000050,臺南市後壁區,60歲以上,0
113,按發生日期分,67000060,臺南市東山區,未滿20歲,0
113,按發生日期分,67000060,臺南市東山區,20～24歲,7
113,按發生日期分,67000060,臺南市東山區,25～29歲,22
113,按發生日期分,67000060,臺南市東山區,30～34歲,20
113,按發生日期分,67000060,臺南市東山區,35～39歲,15
113,按發生日期分,67000060,臺南市東山區,40～44歲,7
113,按發生日期分,67000060,臺南市東山區,45～49歲,1
113,按發生日期分,67000060,臺南市東山區,50～54歲,2
113,按發生日期分,67000060,臺南市東山區,55～59歲,0
113,按發生日期分,67000060,臺南市東山區,60歲以上,0
113,按發生日期分,67000070,臺南市麻豆區,未滿20歲,0
113,按發生日期分,67000070,臺南市麻豆區,20～24歲,11
113,按發生日期分,67000070,臺南市麻豆區,25～29歲,34
113,按發生日期分,67000070,臺南市麻豆區,30～34歲,61
113,按發生日期分,67000070,臺南市麻豆區,35～39歲,62
113,按發生日期分,67000070,臺南市麻豆區,40～44歲,26
113,按發生日期分,67000070,臺南市麻豆區,45～49歲,9
113,按發生日期分,67000070,臺南市麻豆區,50～54歲,0
113,按發生日期分,67000070,臺南市麻豆區,55～59歲,1
113,按發生日期分,67000070,臺南市麻豆區,60歲以上,0
113,按發生日期分,67000080,臺南市下營區,未滿20歲,0
113,按發生日期分,67000080,臺南市下營區,20～24歲,6
113,按發生日期分,67000080,臺南市下營區,25～29歲,30
113,按發生日期分,67000080,臺南市下營區,30～34歲,21
113,按發生日期分,67000080,臺南市下營區,35～39歲,19
113,按發生日期分,67000080,臺南市下營區,40～44歲,12
113,按發生日期分,67000080,臺南市下營區,45～49歲,5
113,按發生日期分,67000080,臺南市下營區,50～54歲,1
113,按發生日期分,67000080,臺南市下營區,55～59歲,0
113,按發生日期分,67000080,臺南市下營區,60歲以上,0
113,按發生日期分,67000090,臺南市六甲區,未滿20歲,2
113,按發生日期分,67000090,臺南市六甲區,20～24歲,5
113,按發生日期分,67000090,臺南市六甲區,25～29歲,17
113,按發生日期分,67000090,臺南市六甲區,30～34歲,36
113,按發生日期分,67000090,臺南市六甲區,35～39歲,16
113,按發生日期分,67000090,臺南市六甲區,40～44歲,11
113,按發生日期分,67000090,臺南市六甲區,45～49歲,4
113,按發生日期分,67000090,臺南市六甲區,50～54歲,0
113,按發生日期分,67000090,臺南市六甲區,55～59歲,0
113,按發生日期分,67000090,臺南市六甲區,60歲以上,0
113,按發生日期分,67000100,臺南市官田區,未滿20歲,1
113,按發生日期分,67000100,臺南市官田區,20～24歲,6
113,按發生日期分,67000100,臺南市官田區,25～29歲,16
113,按發生日期分,67000100,臺南市官田區,30～34歲,30
113,按發生日期分,67000100,臺南市官田區,35～39歲,33
113,按發生日期分,67000100,臺南市官田區,40～44歲,7
113,按發生日期分,67000100,臺南市官田區,45～49歲,5
113,按發生日期分,67000100,臺南市官田區,50～54歲,1
113,按發生日期分,67000100,臺南市官田區,55～59歲,0
113,按發生日期分,67000100,臺南市官田區,60歲以上,0
113,按發生日期分,67000110,臺南市大內區,未滿20歲,0
113,按發生日期分,67000110,臺南市大內區,20～24歲,2
113,按發生日期分,67000110,臺南市大內區,25～29歲,6
113,按發生日期分,67000110,臺南市大內區,30～34歲,12
113,按發生日期分,67000110,臺南市大內區,35～39歲,8
113,按發生日期分,67000110,臺南市大內區,40～44歲,7
113,按發生日期分,67000110,臺南市大內區,45～49歲,3
113,按發生日期分,67000110,臺南市大內區,50～54歲,0
113,按發生日期分,67000110,臺南市大內區,55～59歲,0
113,按發生日期分,67000110,臺南市大內區,60歲以上,0
113,按發生日期分,67000120,臺南市佳里區,未滿20歲,0
113,按發生日期分,67000120,臺南市佳里區,20～24歲,10
113,按發生日期分,67000120,臺南市佳里區,25～29歲,44
113,按發生日期分,67000120,臺南市佳里區,30～34歲,88
113,按發生日期分,67000120,臺南市佳里區,35～39歲,82
113,按發生日期分,67000120,臺南市佳里區,40～44歲,30
113,按發生日期分,67000120,臺南市佳里區,45～49歲,11
113,按發生日期分,67000120,臺南市佳里區,50～54歲,1
113,按發生日期分,67000120,臺南市佳里區,55～59歲,1
113,按發生日期分,67000120,臺南市佳里區,60歲以上,0
113,按發生日期分,67000130,臺南市學甲區,未滿20歲,0
113,按發生日期分,67000130,臺南市學甲區,20～24歲,6
113,按發生日期分,67000130,臺南市學甲區,25～29歲,24
113,按發生日期分,67000130,臺南市學甲區,30～34歲,63
113,按發生日期分,67000130,臺南市學甲區,35～39歲,31
113,按發生日期分,67000130,臺南市學甲區,40～44歲,11
113,按發生日期分,67000130,臺南市學甲區,45～49歲,3
113,按發生日期分,67000130,臺南市學甲區,50～54歲,3
113,按發生日期分,67000130,臺南市學甲區,55～59歲,1
113,按發生日期分,67000130,臺南市學甲區,60歲以上,0
113,按發生日期分,67000140,臺南市西港區,未滿20歲,1
113,按發生日期分,67000140,臺南市西港區,20～24歲,4
113,按發生日期分,67000140,臺南市西港區,25～29歲,31
113,按發生日期分,67000140,臺南市西港區,30～34歲,64
113,按發生日期分,67000140,臺南市西港區,35～39歲,33
113,按發生日期分,67000140,臺南市西港區,40～44歲,18
113,按發生日期分,67000140,臺南市西港區,45～49歲,5
113,按發生日期分,67000140,臺南市西港區,50～54歲,0
113,按發生日期分,67000140,臺南市西港區,55～59歲,0
113,按發生日期分,67000140,臺南市西港區,60歲以上,0
113,按發生日期分,67000150,臺南市七股區,未滿20歲,0
113,按發生日期分,67000150,臺南市七股區,20～24歲,5
113,按發生日期分,67000150,臺南市七股區,25～29歲,21
113,按發生日期分,67000150,臺南市七股區,30～34歲,26
113,按發生日期分,67000150,臺南市七股區,35～39歲,16
113,按發生日期分,67000150,臺南市七股區,40～44歲,10
113,按發生日期分,67000150,臺南市七股區,45～49歲,0
113,按發生日期分,67000150,臺南市七股區,50～54歲,0
113,按發生日期分,67000150,臺南市七股區,55～59歲,0
113,按發生日期分,67000150,臺南市七股區,60歲以上,0
113,按發生日期分,67000160,臺南市將軍區,未滿20歲,0
113,按發生日期分,67000160,臺南市將軍區,20～24歲,9
113,按發生日期分,67000160,臺南市將軍區,25～29歲,14
113,按發生日期分,67000160,臺南市將軍區,30～34歲,28
113,按發生日期分,67000160,臺南市將軍區,35～39歲,7
113,按發生日期分,67000160,臺南市將軍區,40～44歲,14
113,按發生日期分,67000160,臺南市將軍區,45～49歲,1
113,按發生日期分,67000160,臺南市將軍區,50～54歲,0
113,按發生日期分,67000160,臺南市將軍區,55～59歲,0
113,按發生日期分,67000160,臺南市將軍區,60歲以上,0
113,按發生日期分,67000170,臺南市北門區,未滿20歲,0
113,按發生日期分,67000170,臺南市北門區,20～24歲,1
113,按發生日期分,67000170,臺南市北門區,25～29歲,7
113,按發生日期分,67000170,臺南市北門區,30～34歲,11
113,按發生日期分,67000170,臺南市北門區,35～39歲,5
113,按發生日期分,67000170,臺南市北門區,40～44歲,3
113,按發生日期分,67000170,臺南市北門區,45～49歲,3
113,按發生日期分,67000170,臺南市北門區,50～54歲,0
113,按發生日期分,67000170,臺南市北門區,55～59歲,0
113,按發生日期分,67000170,臺南市北門區,60歲以上,0
113,按發生日期分,67000180,臺南市新化區,未滿20歲,0
113,按發生日期分,67000180,臺南市新化區,20～24歲,13
113,按發生日期分,67000180,臺南市新化區,25～29歲,49
113,按發生日期分,67000180,臺南市新化區,30～34歲,52
113,按發生日期分,67000180,臺南市新化區,35～39歲,55
113,按發生日期分,67000180,臺南市新化區,40～44歲,34
113,按發生日期分,67000180,臺南市新化區,45～49歲,3
113,按發生日期分,67000180,臺南市新化區,50～54歲,0
113,按發生日期分,67000180,臺南市新化區,55～59歲,1
113,按發生日期分,67000180,臺南市新化區,60歲以上,0
113,按發生日期分,67000190,臺南市善化區,未滿20歲,1
113,按發生日期分,67000190,臺南市善化區,20～24歲,15
113,按發生日期分,67000190,臺南市善化區,25～29歲,41
113,按發生日期分,67000190,臺南市善化區,30～34歲,120
113,按發生日期分,67000190,臺南市善化區,35～39歲,107
113,按發生日期分,67000190,臺南市善化區,40～44歲,54
113,按發生日期分,67000190,臺南市善化區,45～49歲,15
113,按發生日期分,67000190,臺南市善化區,50～54歲,0
113,按發生日期分,67000190,臺南市善化區,55～59歲,0
113,按發生日期分,67000190,臺南市善化區,60歲以上,0
113,按發生日期分,67000200,臺南市新市區,未滿20歲,0
113,按發生日期分,67000200,臺南市新市區,20～24歲,9
113,按發生日期分,67000200,臺南市新市區,25～29歲,39
113,按發生日期分,67000200,臺南市新市區,30～34歲,76
113,按發生日期分,67000200,臺南市新市區,35～39歲,67
113,按發生日期分,67000200,臺南市新市區,40～44歲,25
113,按發生日期分,67000200,臺南市新市區,45～49歲,8
113,按發生日期分,67000200,臺南市新市區,50～54歲,2
113,按發生日期分,67000200,臺南市新市區,55～59歲,0
113,按發生日期分,67000200,臺南市新市區,60歲以上,0
113,按發生日期分,67000210,臺南市安定區,未滿20歲,0
113,按發生日期分,67000210,臺南市安定區,20～24歲,4
113,按發生日期分,67000210,臺南市安定區,25～29歲,30
113,按發生日期分,67000210,臺南市安定區,30～34歲,46
113,按發生日期分,67000210,臺南市安定區,35～39歲,52
113,按發生日期分,67000210,臺南市安定區,40～44歲,12
113,按發生日期分,67000210,臺南市安定區,45～49歲,7
113,按發生日期分,67000210,臺南市安定區,50～54歲,1
113,按發生日期分,67000210,臺南市安定區,55～59歲,0
113,按發生日期分,67000210,臺南市安定區,60歲以上,0
113,按發生日期分,67000220,臺南市山上區,未滿20歲,0
113,按發生日期分,67000220,臺南市山上區,20～24歲,2
113,按發生日期分,67000220,臺南市山上區,25～29歲,6
113,按發生日期分,67000220,臺南市山上區,30～34歲,12
113,按發生日期分,67000220,臺南市山上區,35～39歲,6
113,按發生日期分,67000220,臺南市山上區,40～44歲,3
113,按發生日期分,67000220,臺南市山上區,45～49歲,2
113,按發生日期分,67000220,臺南市山上區,50～54歲,0
113,按發生日期分,67000220,臺南市山上區,55～59歲,0
113,按發生日期分,67000220,臺南市山上區,60歲以上,0
113,按發生日期分,67000230,臺南市玉井區,未滿20歲,0
113,按發生日期分,67000230,臺南市玉井區,20～24歲,8
113,按發生日期分,67000230,臺南市玉井區,25～29歲,12
113,按發生日期分,67000230,臺南市玉井區,30～34歲,18
113,按發生日期分,67000230,臺南市玉井區,35～39歲,7
113,按發生日期分,67000230,臺南市玉井區,40～44歲,10
113,按發生日期分,67000230,臺南市玉井區,45～49歲,1
113,按發生日期分,67000230,臺南市玉井區,50～54歲,1
113,按發生日期分,67000230,臺南市玉井區,55～59歲,0
113,按發生日期分,67000230,臺南市玉井區,60歲以上,0
113,按發生日期分,67000240,臺南市楠西區,未滿20歲,0
113,按發生日期分,67000240,臺南市楠西區,20～24歲,1
113,按發生日期分,67000240,臺南市楠西區,25～29歲,7
113,按發生日期分,67000240,臺南市楠西區,30～34歲,4
113,按發生日期分,67000240,臺南市楠西區,35～39歲,6
113,按發生日期分,67000240,臺南市楠西區,40～44歲,2
113,按發生日期分,67000240,臺南市楠西區,45～49歲,2
113,按發生日期分,67000240,臺南市楠西區,50～54歲,0
113,按發生日期分,67000240,臺南市楠西區,55～59歲,0
113,按發生日期分,67000240,臺南市楠西區,60歲以上,0
113,按發生日期分,67000250,臺南市南化區,未滿20歲,0
113,按發生日期分,67000250,臺南市南化區,20～24歲,3
113,按發生日期分,67000250,臺南市南化區,25～29歲,9
113,按發生日期分,67000250,臺南市南化區,30～34歲,7
113,按發生日期分,67000250,臺南市南化區,35～39歲,7
113,按發生日期分,67000250,臺南市南化區,40～44歲,2
113,按發生日期分,67000250,臺南市南化區,45～49歲,2
113,按發生日期分,67000250,臺南市南化區,50～54歲,0
113,按發生日期分,67000250,臺南市南化區,55～59歲,0
113,按發生日期分,67000250,臺南市南化區,60歲以上,0
113,按發生日期分,67000260,臺南市左鎮區,未滿20歲,0
113,按發生日期分,67000260,臺南市左鎮區,20～24歲,1
113,按發生日期分,67000260,臺南市左鎮區,25～29歲,0
113,按發生日期分,67000260,臺南市左鎮區,30～34歲,3
113,按發生日期分,67000260,臺南市左鎮區,35～39歲,3
113,按發生日期分,67000260,臺南市左鎮區,40～44歲,1
113,按發生日期分,67000260,臺南市左鎮區,45～49歲,1
113,按發生日期分,67000260,臺南市左鎮區,50～54歲,0
113,按發生日期分,67000260,臺南市左鎮區,55～59歲,0
113,按發生日期分,67000260,臺南市左鎮區,60歲以上,0
113,按發生日期分,67000270,臺南市仁德區,未滿20歲,1
113,按發生日期分,67000270,臺南市仁德區,20～24歲,20
113,按發生日期分,67000270,臺南市仁德區,25～29歲,54
113,按發生日期分,67000270,臺南市仁德區,30～34歲,126
113,按發生日期分,67000270,臺南市仁德區,35～39歲,150
113,按發生日期分,67000270,臺南市仁德區,40～44歲,58
113,按發生日期分,67000270,臺南市仁德區,45～49歲,7
113,按發生日期分,67000270,臺南市仁德區,50～54歲,0
113,按發生日期分,67000270,臺南市仁德區,55～59歲,1
113,按發生日期分,67000270,臺南市仁德區,60歲以上,1
113,按發生日期分,67000280,臺南市歸仁區,未滿20歲,2
113,按發生日期分,67000280,臺南市歸仁區,20～24歲,17
113,按發生日期分,67000280,臺南市歸仁區,25～29歲,61
113,按發生日期分,67000280,臺南市歸仁區,30～34歲,124
113,按發生日期分,67000280,臺南市歸仁區,35～39歲,83
113,按發生日期分,67000280,臺南市歸仁區,40～44歲,42
113,按發生日期分,67000280,臺南市歸仁區,45～49歲,11
113,按發生日期分,67000280,臺南市歸仁區,50～54歲,3
113,按發生日期分,67000280,臺南市歸仁區,55～59歲,0
113,按發生日期分,67000280,臺南市歸仁區,60歲以上,0
113,按發生日期分,67000290,臺南市關廟區,未滿20歲,3
113,按發生日期分,67000290,臺南市關廟區,20～24歲,3
113,按發生日期分,67000290,臺南市關廟區,25～29歲,41
113,按發生日期分,67000290,臺南市關廟區,30～34歲,46
113,按發生日期分,67000290,臺南市關廟區,35～39歲,38
113,按發生日期分,67000290,臺南市關廟區,40～44歲,14
113,按發生日期分,67000290,臺南市關廟區,45～49歲,4
113,按發生日期分,67000290,臺南市關廟區,50～54歲,0
113,按發生日期分,67000290,臺南市關廟區,55～59歲,2
113,按發生日期分,67000290,臺南市關廟區,60歲以上,0
113,按發生日期分,67000300,臺南市龍崎區,未滿20歲,0
113,按發生日期分,67000300,臺南市龍崎區,20～24歲,2
113,按發生日期分,67000300,臺南市龍崎區,25～29歲,2
113,按發生日期分,67000300,臺南市龍崎區,30～34歲,2
113,按發生日期分,67000300,臺南市龍崎區,35～39歲,5
113,按發生日期分,67000300,臺南市龍崎區,40～44歲,2
113,按發生日期分,67000300,臺南市龍崎區,45～49歲,1
113,按發生日期分,67000300,臺南市龍崎區,50～54歲,0
113,按發生日期分,67000300,臺南市龍崎區,55～59歲,0
113,按發生日期分,67000300,臺南市龍崎區,60歲以上,0
113,按發生日期分,67000310,臺南市永康區,未滿20歲,2
113,按發生日期分,67000310,臺南市永康區,20～24歲,31
113,按發生日期分,67000310,臺南市永康區,25～29歲,189
113,按發生日期分,67000310,臺南市永康區,30～34歲,419
113,按發生日期分,67000310,臺南市永康區,35～39歲,394
113,按發生日期分,67000310,臺南市永康區,40～44歲,201
113,按發生日期分,67000310,臺南市永康區,45～49歲,55
113,按發生日期分,67000310,臺南市永康區,50～54歲,3
113,按發生日期分,67000310,臺南市永康區,55～59歲,2
113,按發生日期分,67000310,臺南市永康區,60歲以上,1
113,按發生日期分,67000320,臺南市東區,未滿20歲,0
113,按發生日期分,67000320,臺南市東區,20～24歲,11
113,按發生日期分,67000320,臺南市東區,25～29歲,102
113,按發生日期分,67000320,臺南市東區,30～34歲,203
113,按發生日期分,67000320,臺南市東區,35～39歲,217
113,按發生日期分,67000320,臺南市東區,40～44歲,109
113,按發生日期分,67000320,臺南市東區,45～49歲,47
113,按發生日期分,67000320,臺南市東區,50～54歲,6
113,按發生日期分,67000320,臺南市東區,55～59歲,1
113,按發生日期分,67000320,臺南市東區,60歲以上,1
113,按發生日期分,67000330,臺南市南區,未滿20歲,1
113,按發生日期分,67000330,臺南市南區,20～24歲,17
113,按發生日期分,67000330,臺南市南區,25～29歲,75
113,按發生日期分,67000330,臺南市南區,30～34歲,166
113,按發生日期分,67000330,臺南市南區,35～39歲,147
113,按發生日期分,67000330,臺南市南區,40～44歲,81
113,按發生日期分,67000330,臺南市南區,45～49歲,18
113,按發生日期分,67000330,臺南市南區,50～54歲,4
113,按發生日期分,67000330,臺南市南區,55～59歲,2
113,按發生日期分,67000330,臺南市南區,60歲以上,0
113,按發生日期分,67000340,臺南市北區,未滿20歲,0
113,按發生日期分,67000340,臺南市北區,20～24歲,12
113,按發生日期分,67000340,臺南市北區,25～29歲,67
113,按發生日期分,67000340,臺南市北區,30～34歲,190
113,按發生日期分,67000340,臺南市北區,35～39歲,164
113,按發生日期分,67000340,臺南市北區,40～44歲,96
113,按發生日期分,67000340,臺南市北區,45～49歲,21
113,按發生日期分,67000340,臺南市北區,50～54歲,5
113,按發生日期分,67000340,臺南市北區,55～59歲,0
113,按發生日期分,67000340,臺南市北區,60歲以上,0
113,按發生日期分,67000350,臺南市安南區,未滿20歲,3
113,按發生日期分,67000350,臺南市安南區,20～24歲,45
113,按發生日期分,67000350,臺南市安南區,25～29歲,191
113,按發生日期分,67000350,臺南市安南區,30～34歲,404
113,按發生日期分,67000350,臺南市安南區,35～39歲,410
113,按發生日期分,67000350,臺南市安南區,40～44歲,186
113,按發生日期分,67000350,臺南市安南區,45～49歲,39
113,按發生日期分,67000350,臺南市安南區,50～54歲,7
113,按發生日期分,67000350,臺南市安南區,55～59歲,1
113,按發生日期分,67000350,臺南市安南區,60歲以上,1
113,按發生日期分,67000360,臺南市安平區,未滿20歲,0
113,按發生日期分,67000360,臺南市安平區,20～24歲,7
113,按發生日期分,67000360,臺南市安平區,25～29歲,61
113,按發生日期分,67000360,臺南市安平區,30～34歲,106
113,按發生日期分,67000360,臺南市安平區,35～39歲,94
113,按發生日期分,67000360,臺南市安平區,40～44歲,75
113,按發生日期分,67000360,臺南市安平區,45～49歲,16
113,按發生日期分,67000360,臺南市安平區,50～54歲,2
113,按發生日期分,67000360,臺南市安平區,55～59歲,1
113,按發生日期分,67000360,臺南市安平區,60歲以上,0
113,按發生日期分,67000370,臺南市中西區,未滿20歲,0
113,按發生日期分,67000370,臺南市中西區,20～24歲,8
113,按發生日期分,67000370,臺南市中西區,25～29歲,31
113,按發生日期分,67000370,臺南市中西區,30～34歲,86
113,按發生日期分,67000370,臺南市中西區,35～39歲,91
113,按發生日期分,67000370,臺南市中西區,40～44歲,58
113,按發生日期分,67000370,臺南市中西區,45～49歲,12
113,按發生日期分,67000370,臺南市中西區,50～54歲,1
113,按發生日期分,67000370,臺南市中西區,55～59歲,2
113,按發生日期分,67000370,臺南市中西區,60歲以上,0
113,按發生日期分,64000010,高雄市鹽埕區,未滿20歲,0
113,按發生日期分,64000010,高雄市鹽埕區,20～24歲,0
113,按發生日期分,64000010,高雄市鹽埕區,25～29歲,19
113,按發生日期分,64000010,高雄市鹽埕區,30～34歲,24
